Llegada de Pasajeros por Nacionalidad,Sexo,Total de Llegada de Pasajero por Nacionalidad,Año
Guadalupe,Femenino,0,2004
Guadalupe,Masculino,0,2004
Guatemala,Femenino,792,2004
Guatemala,Masculino,1588,2004
Haití,Femenino,1663,2004
Haití,Masculino,3440,2004
Honduras,Femenino,401,2004
Honduras,Masculino,533,2004
Jamaica,Femenino,402,2004
Jamaica,Masculino,593,2004
Martinica,Femenino,0,2004
Martinica,Masculino,0,2004
Nicaragua,Femenino,0,2004
Nicaragua,Masculino,0,2004
Panamá,Femenino,1003,2004
Panamá,Masculino,1801,2004
Puerto Rico,Femenino,29538,2004
Puerto Rico,Masculino,28490,2004
San Martín,Femenino,120,2004
San Martín,Masculino,230,2004
Trinidad y Tobago,Femenino,0,2004
Trinidad y Tobago,Masculino,0,2004
"Vírgenes Americanas, Islas",Femenino,0,2004
"Vírgenes Americanas, Islas",Masculino,0,2004
Otros del Caribe,Femenino,1717,2004
Otros del Caribe,Masculino,2283,2004
América del sur,Femenino,41832,2004
América del sur,Masculino,52441,2004
Argentina,Femenino,3571,2004
Argentina,Masculino,5569,2004
Bolivia,Femenino,231,2004
Bolivia,Masculino,240,2004
Brasil,Femenino,1955,2004
Brasil,Masculino,3296,2004
Colombia,Femenino,10539,2004
Colombia,Masculino,11423,2004
Chile,Femenino,8454,2004
Chile,Masculino,9021,2004
Ecuador,Femenino,1911,2004
Ecuador,Masculino,2325,2004
Perú,Femenino,3981,2004
Perú,Masculino,4900,2004
Uruguay,Femenino,0,2004
Uruguay,Masculino,0,2004
Venezuela,Femenino,10709,2004
Venezuela,Masculino,14715,2004
Otros de Suramérica,Femenino,481,2004
Otros de Suramérica,Masculino,952,2004
Europa,Femenino,628007,2004
Europa,Masculino,659777,2004
Alemania,Femenino,112404,2004
Alemania,Masculino,120742,2004
Austria,Femenino,5139,2004
Austria,Masculino,5378,2004
Bélgica,Femenino,20984,2004
Bélgica,Masculino,20703,2004
Bulgaria,Femenino,0,2004
Bulgaria,Masculino,0,2004
Checoslovaquia,Femenino,0,2004
Checoslovaquia,Masculino,0,2004
Dinamarca,Femenino,0,2004
Dinamarca,Masculino,0,2004
Escocia,Femenino,0,2004
Escocia,Masculino,0,2004
España,Femenino,109981,2004
España,Masculino,118304,2004
Finlandia,Femenino,2341,2004
Finlandia,Masculino,2077,2004
Francia,Femenino,148455,2004
Francia,Masculino,151986,2004
Grecia,Femenino,0,2004
Grecia,Masculino,0,2004
Holanda,Femenino,26224,2004
Holanda,Masculino,28679,2004
Hungría,Femenino,0,2004
Hungría,Masculino,0,2004
Reino Unido,Femenino,98975,2004
Reino Unido,Masculino,99039,2004
Irlanda,Femenino,0,2004
Irlanda,Masculino,0,2004
Italia,Femenino,57821,2004
Italia,Masculino,66183,2004
Luxemburgo,Femenino,0,2004
Luxemburgo,Masculino,0,2004
Noruega,Femenino,0,2004
Noruega,Masculino,0,2004
Polonia,Femenino,0,2004
Polonia,Masculino,0,2004
Portugal,Femenino,15183,2004
Portugal,Masculino,14912,2004
República Checa,Femenino,0,2004
República Checa,Masculino,0,2004
Rumania,Femenino,0,2004
Rumania,Masculino,0,2004
Rusia,Femenino,0,2004
Rusia,Masculino,0,2004
Suecia,Femenino,3827,2004
Suecia,Masculino,4086,2004
Suiza,Femenino,18268,2004
Suiza,Masculino,19498,2004
Ucrania,Femenino,0,2004
Ucrania,Masculino,0,2004
Otros de Europa,Femenino,8405,2004
Otros de Europa,Masculino,8190,2004
Asia,Femenino,1081,2004
Asia,Masculino,2246,2004
Corea del Sur,Femenino,0,2004
Corea del Sur,Masculino,0,2004
China,Femenino,0,2004
China,Masculino,0,2004
India,Femenino,160,2004
India,Masculino,371,2004
Israel,Femenino,0,2004
Israel,Masculino,0,2004
Japón,Femenino,769,2004
Japón,Masculino,1523,2004
Tailandia,Femenino,0,2004
Tailandia,Masculino,0,2004
Taiwán,Femenino,152,2004
Taiwán,Masculino,352,2004
Otros de Asia,Femenino,0,2004
Otros de Asia,Masculino,0,2004
Resto del mundo,Femenino,1862,2004
Resto del mundo,Masculino,2650,2004
Australia,Femenino,0,2004
Australia,Masculino,0,2004
Otros resto del mundo,Femenino,1862,2004
Otros resto del mundo,Masculino,2650,2004
Dominicanos residentes,Femenino,168464,2005
Dominicanos residentes,Masculino,186691,2005
Extranjeros residentes,Femenino,14023,2005
Extranjeros residentes,Masculino,21425,2005
Dominicanos no residentes,Femenino,279152,2005
Dominicanos no residentes,Masculino,323293,2005
Extranjeros no residentes,Femenino,1489472,2005
Extranjeros no residentes,Masculino,1598775,2005
América del norte,Femenino,697194,2005
América del norte,Masculino,757862,2005
Canadá,Femenino,219388,2005
Canadá,Masculino,207686,2005
Estados Unidos,Femenino,470957,2005
Estados Unidos,Masculino,539055,2005
México,Femenino,6849,2005
México,Masculino,11121,2005
América central y Caribe,Femenino,50990,2005
América central y Caribe,Masculino,58223,2005
Aruba,Femenino,70,2005
Aruba,Masculino,60,2005
Bahamas,Femenino,0,2005
Bahamas,Masculino,0,2005
"Caicos y Turcas, Islas",Femenino,0,2005
"Caicos y Turcas, Islas",Masculino,0,2005
Costa Rica,Femenino,1297,2005
Costa Rica,Masculino,2216,2005
Cuba,Femenino,5325,2005
Cuba,Masculino,6651,2005
Curazao,Femenino,221,2005
Curazao,Masculino,499,2005
El Salvador,Femenino,829,2005
El Salvador,Masculino,1458,2005
Guadalupe,Femenino,0,2005
Guadalupe,Masculino,0,2005
Guatemala,Femenino,1188,2005
Guatemala,Masculino,2243,2005
Haití,Femenino,2933,2005
Haití,Masculino,5553,2005
Honduras,Femenino,637,2005
Honduras,Masculino,1036,2005
Jamaica,Femenino,681,2005
Jamaica,Masculino,965,2005
Martinica,Femenino,0,2005
Martinica,Masculino,0,2005
Nicaragua,Femenino,0,2005
Nicaragua,Masculino,0,2005
Panamá,Femenino,948,2005
Panamá,Masculino,2247,2005
Puerto Rico,Femenino,33957,2005
Puerto Rico,Masculino,31386,2005
San Martín,Femenino,110,2005
San Martín,Masculino,249,2005
Trinidad y Tobago,Femenino,0,2005
Trinidad y Tobago,Masculino,0,2005
"Vírgenes Americanas, Islas",Femenino,0,2005
"Vírgenes Americanas, Islas",Masculino,0,2005
Otros del Caribe,Femenino,2794,2005
Otros del Caribe,Masculino,3660,2005
América del sur,Femenino,53156,2005
América del sur,Masculino,63912,2005
Argentina,Femenino,5821,2005
Argentina,Masculino,8093,2005
Bolivia,Femenino,301,2005
Bolivia,Masculino,330,2005
Brasil,Femenino,2737,2005
Brasil,Masculino,4853,2005
Colombia,Femenino,11308,2005
Colombia,Masculino,12793,2005
Chile,Femenino,9056,2005
Chile,Masculino,9642,2005
Ecuador,Femenino,3092,2005
Ecuador,Masculino,3452,2005
Perú,Femenino,4629,2005
Perú,Masculino,5275,2005
Uruguay,Femenino,0,2005
Uruguay,Masculino,0,2005
Venezuela,Femenino,15368,2005
Venezuela,Masculino,18440,2005
Otros de Suramérica,Femenino,844,2005
Otros de Suramérica,Masculino,1034,2005
Europa,Femenino,683797,2005
Europa,Masculino,711612,2005
Alemania,Femenino,114795,2005
Alemania,Masculino,120005,2005
Austria,Femenino,6488,2005
Austria,Masculino,6682,2005
Bélgica,Femenino,21421,2005
Bélgica,Masculino,21848,2005
Bulgaria,Femenino,139,2005
Bulgaria,Masculino,142,2005
Checoslovaquia,Femenino,877,2005
Checoslovaquia,Masculino,931,2005
Dinamarca,Femenino,351,2005
Dinamarca,Masculino,591,2005
Escocia,Femenino,2853,2005
Escocia,Masculino,2844,2005
España,Femenino,125312,2005
España,Masculino,130363,2005
Finlandia,Femenino,3108,2005
Finlandia,Masculino,3531,2005
Francia,Femenino,155859,2005
Francia,Masculino,153670,2005
Grecia,Femenino,0,2005
Grecia,Masculino,0,2005
Holanda,Femenino,29804,2005
Holanda,Masculino,32863,2005
Hungría,Femenino,310,2005
Hungría,Masculino,280,2005
Reino Unido,Femenino,104781,2005
Reino Unido,Masculino,113164,2005
Irlanda,Femenino,2081,2005
Irlanda,Masculino,2157,2005
Italia,Femenino,62746,2005
Italia,Masculino,71208,2005
Luxemburgo,Femenino,111,2005
Luxemburgo,Masculino,160,2005
Noruega,Femenino,477,2005
Noruega,Masculino,651,2005
Polonia,Femenino,3591,2005
Polonia,Masculino,3015,2005
Portugal,Femenino,18731,2005
Portugal,Masculino,17424,2005
República Checa,Femenino,0,2005
República Checa,Masculino,0,2005
Rumania,Femenino,230,2005
Rumania,Masculino,209,2005
Rusia,Femenino,7505,2005
Rusia,Masculino,6728,2005
Suecia,Femenino,4441,2005
Suecia,Masculino,4404,2005
Suiza,Femenino,15989,2005
Suiza,Masculino,17201,2005
Ucrania,Femenino,0,2005
Ucrania,Masculino,0,2005
Otros de Europa,Femenino,1797,2005
Otros de Europa,Masculino,1541,2005
Asia,Femenino,1257,2005
Asia,Masculino,2305,2005
Corea del Sur,Femenino,0,2005
Corea del Sur,Masculino,0,2005
China,Femenino,0,2005
China,Masculino,0,2005
India,Femenino,248,2005
India,Masculino,541,2005
Israel,Femenino,0,2005
Israel,Masculino,0,2005
Japón,Femenino,700,2005
Japón,Masculino,1353,2005
Tailandia,Femenino,0,2005
Tailandia,Masculino,20,2005
Taiwán,Femenino,309,2005
Taiwán,Masculino,391,2005
Otros de Asia,Femenino,0,2005
Otros de Asia,Masculino,0,2005
Resto del mundo,Femenino,3078,2005
Resto del mundo,Masculino,4861,2005
Australia,Femenino,0,2005
Australia,Masculino,0,2005
Otros resto del mundo,Femenino,3078,2005
Otros resto del mundo,Masculino,4861,2005
Dominicanos residentes,Femenino,196674,2006
Dominicanos residentes,Masculino,183871,2006
Extranjeros residentes,Femenino,16814,2006
Extranjeros residentes,Masculino,21351,2006
Dominicanos no residentes,Femenino,308603,2006
Dominicanos no residentes,Masculino,314346,2006
Extranjeros no residentes,Femenino,1621371,2006
Extranjeros no residentes,Masculino,1720735,2006
América del norte,Femenino,790674,2006
América del norte,Masculino,834286,2006
Canadá,Femenino,266804,2006
Canadá,Masculino,242519,2006
Estados Unidos,Femenino,515761,2006
Estados Unidos,Masculino,576556,2006
México,Femenino,8109,2006
México,Masculino,15211,2006
América central y Caribe,Femenino,66276,2006
América central y Caribe,Masculino,80899,2006
Aruba,Femenino,0,2006
Aruba,Masculino,0,2006
Bahamas,Femenino,300,2006
Bahamas,Masculino,973,2006
"Caicos y Turcas, Islas",Femenino,342,2006
"Caicos y Turcas, Islas",Masculino,835,2006
Costa Rica,Femenino,1609,2006
Costa Rica,Masculino,3218,2006
Cuba,Femenino,8050,2006
Cuba,Masculino,12127,2006
Curazao,Femenino,240,2006
Curazao,Masculino,563,2006
El Salvador,Femenino,893,2006
El Salvador,Masculino,1502,2006
Guadalupe,Femenino,0,2006
Guadalupe,Masculino,0,2006
Guatemala,Femenino,1407,2006
Guatemala,Masculino,2723,2006
Haití,Femenino,3675,2006
Haití,Masculino,6056,2006
Honduras,Femenino,841,2006
Honduras,Masculino,1183,2006
Jamaica,Femenino,1021,2006
Jamaica,Masculino,1555,2006
Martinica,Femenino,0,2006
Martinica,Masculino,0,2006
Nicaragua,Femenino,503,2006
Nicaragua,Masculino,835,2006
Panamá,Femenino,1702,2006
Panamá,Masculino,3291,2006
Puerto Rico,Femenino,43679,2006
Puerto Rico,Masculino,42097,2006
San Martín,Femenino,0,2006
San Martín,Masculino,0,2006
Trinidad y Tobago,Femenino,705,2006
Trinidad y Tobago,Masculino,1297,2006
"Vírgenes Americanas, Islas",Femenino,0,2006
"Vírgenes Americanas, Islas",Masculino,0,2006
Otros del Caribe,Femenino,1309,2006
Otros del Caribe,Masculino,2644,2006
América del sur,Femenino,59493,2006
América del sur,Masculino,70069,2006
Argentina,Femenino,6012,2006
Argentina,Masculino,7709,2006
Bolivia,Femenino,270,2006
Bolivia,Masculino,360,2006
Brasil,Femenino,4146,2006
Brasil,Masculino,6241,2006
Colombia,Femenino,11372,2006
Colombia,Masculino,13110,2006
Chile,Femenino,9801,2006
Chile,Masculino,9719,2006
Ecuador,Femenino,5312,2006
Ecuador,Masculino,5991,2006
Perú,Femenino,4552,2006
Perú,Masculino,5564,2006
Uruguay,Femenino,270,2006
Uruguay,Masculino,601,2006
Venezuela,Femenino,17448,2006
Venezuela,Masculino,20332,2006
Otros de Suramérica,Femenino,310,2006
Otros de Suramérica,Masculino,442,2006
Europa,Femenino,699810,2006
Europa,Masculino,726112,2006
Alemania,Femenino,108617,2006
Alemania,Masculino,118120,2006
Austria,Femenino,4361,2006
Austria,Masculino,4810,2006
Bélgica,Femenino,23242,2006
Bélgica,Masculino,22566,2006
Bulgaria,Femenino,200,2006
Bulgaria,Masculino,250,2006
Checoslovaquia,Femenino,0,2006
Checoslovaquia,Masculino,0,2006
Dinamarca,Femenino,532,2006
Dinamarca,Masculino,931,2006
Escocia,Femenino,751,2006
Escocia,Masculino,513,2006
España,Femenino,132495,2006
España,Masculino,141022,2006
Finlandia,Femenino,1991,2006
Finlandia,Masculino,1822,2006
Francia,Femenino,154703,2006
Francia,Masculino,151599,2006
Grecia,Femenino,381,2006
Grecia,Masculino,813,2006
Holanda,Femenino,31883,2006
Holanda,Masculino,33016,2006
Hungría,Femenino,190,2006
Hungría,Masculino,311,2006
Reino Unido,Femenino,122302,2006
Reino Unido,Masculino,120257,2006
Irlanda,Femenino,529,2006
Irlanda,Masculino,701,2006
Italia,Femenino,67033,2006
Italia,Masculino,77082,2006
Luxemburgo,Femenino,50,2006
Luxemburgo,Masculino,80,2006
Noruega,Femenino,611,2006
Noruega,Masculino,644,2006
Polonia,Femenino,5745,2006
Polonia,Masculino,5687,2006
Portugal,Femenino,15256,2006
Portugal,Masculino,15061,2006
República Checa,Femenino,0,2006
República Checa,Masculino,0,2006
Rumania,Femenino,250,2006
Rumania,Masculino,300,2006
Rusia,Femenino,8473,2006
Rusia,Masculino,7986,2006
Suecia,Femenino,2272,2006
Suecia,Masculino,2794,2006
Suiza,Femenino,14550,2006
Suiza,Masculino,16473,2006
Ucrania,Femenino,1173,2006
Ucrania,Masculino,974,2006
Otros de Europa,Femenino,2220,2006
Otros de Europa,Masculino,2300,2006
Asia,Femenino,4050,2006
Asia,Masculino,7843,2006
Corea del Sur,Femenino,491,2006
Corea del Sur,Masculino,945,2006
China,Femenino,331,2006
China,Masculino,564,2006
India,Femenino,533,2006
India,Masculino,1177,2006
Israel,Femenino,452,2006
Israel,Masculino,1497,2006
Japón,Femenino,814,2006
Japón,Masculino,1494,2006
Tailandia,Femenino,0,2006
Tailandia,Masculino,0,2006
Taiwán,Femenino,250,2006
Taiwán,Masculino,514,2006
Otros de Asia,Femenino,1179,2006
Otros de Asia,Masculino,1652,2006
Resto del mundo,Femenino,1068,2006
Resto del mundo,Masculino,1526,2006
Australia,Femenino,381,2006
Australia,Masculino,742,2006
Otros resto del mundo,Femenino,687,2006
Otros resto del mundo,Masculino,784,2006
Dominicanos residentes,Femenino,196235,2007
Dominicanos residentes,Masculino,205739,2007
Extranjeros residentes,Femenino,18080,2007
Extranjeros residentes,Masculino,28369,2007
Dominicanos no residentes,Femenino,288895,2007
Dominicanos no residentes,Masculino,292313,2007
Extranjeros no residentes,Femenino,1623107,2007
Extranjeros no residentes,Masculino,1775267,2007
América del norte,Femenino,832908,2007
América del norte,Masculino,880713,2007
Canadá,Femenino,306621,2007
Canadá,Masculino,285250,2007
Estados Unidos,Femenino,519555,2007
Estados Unidos,Masculino,580351,2007
México,Femenino,6732,2007
México,Masculino,15112,2007
América central y Caribe,Femenino,70351,2007
América central y Caribe,Masculino,101529,2007
Aruba,Femenino,1174,2007
Aruba,Masculino,1180,2007
Bahamas,Femenino,0,2007
Bahamas,Masculino,0,2007
"Caicos y Turcas, Islas",Femenino,380,2007
"Caicos y Turcas, Islas",Masculino,1074,2007
Costa Rica,Femenino,3615,2007
Costa Rica,Masculino,5944,2007
Cuba,Femenino,1763,2007
Cuba,Masculino,2158,2007
Curazao,Femenino,1922,2007
Curazao,Masculino,2775,2007
El Salvador,Femenino,1181,2007
El Salvador,Masculino,2092,2007
Guadalupe,Femenino,2114,2007
Guadalupe,Masculino,2356,2007
Guatemala,Femenino,1685,2007
Guatemala,Masculino,3104,2007
Haití,Femenino,2862,2007
Haití,Masculino,4900,2007
Honduras,Femenino,682,2007
Honduras,Masculino,1157,2007
Jamaica,Femenino,527,2007
Jamaica,Masculino,1305,2007
Martinica,Femenino,1112,2007
Martinica,Masculino,1380,2007
Nicaragua,Femenino,0,2007
Nicaragua,Masculino,0,2007
Panamá,Femenino,2193,2007
Panamá,Masculino,5233,2007
Puerto Rico,Femenino,45046,2007
Puerto Rico,Masculino,59231,2007
San Martín,Femenino,905,2007
San Martín,Masculino,1794,2007
Trinidad y Tobago,Femenino,818,2007
Trinidad y Tobago,Masculino,1039,2007
"Vírgenes Americanas, Islas",Femenino,510,2007
"Vírgenes Americanas, Islas",Masculino,1101,2007
Otros del Caribe,Femenino,1862,2007
Otros del Caribe,Masculino,3706,2007
América del sur,Femenino,73868,2007
América del sur,Masculino,86919,2007
Argentina,Femenino,12835,2007
Argentina,Masculino,14797,2007
Bolivia,Femenino,482,2007
Bolivia,Masculino,589,2007
Brasil,Femenino,3864,2007
Brasil,Masculino,7076,2007
Colombia,Femenino,12320,2007
Colombia,Masculino,13749,2007
Chile,Femenino,10381,2007
Chile,Masculino,10747,2007
Ecuador,Femenino,6012,2007
Ecuador,Masculino,6678,2007
Perú,Femenino,5182,2007
Perú,Masculino,5999,2007
Uruguay,Femenino,941,2007
Uruguay,Masculino,1157,2007
Venezuela,Femenino,21366,2007
Venezuela,Masculino,25512,2007
Otros de Suramérica,Femenino,485,2007
Otros de Suramérica,Masculino,615,2007
Europa,Femenino,642286,2007
Europa,Masculino,698621,2007
Alemania,Femenino,101275,2007
Alemania,Masculino,113667,2007
Austria,Femenino,5341,2007
Austria,Masculino,5892,2007
Bélgica,Femenino,20375,2007
Bélgica,Masculino,21721,2007
Bulgaria,Femenino,231,2007
Bulgaria,Masculino,251,2007
Checoslovaquia,Femenino,0,2007
Checoslovaquia,Masculino,0,2007
Dinamarca,Femenino,1071,2007
Dinamarca,Masculino,1612,2007
Escocia,Femenino,1801,2007
Escocia,Masculino,1572,2007
España,Femenino,123959,2007
España,Masculino,143406,2007
Finlandia,Femenino,1121,2007
Finlandia,Masculino,1070,2007
Francia,Femenino,136902,2007
Francia,Masculino,141245,2007
Grecia,Femenino,270,2007
Grecia,Masculino,413,2007
Holanda,Femenino,26909,2007
Holanda,Masculino,28948,2007
Hungría,Femenino,340,2007
Hungría,Masculino,370,2007
Reino Unido,Femenino,108139,2007
Reino Unido,Masculino,109351,2007
Irlanda,Femenino,552,2007
Irlanda,Masculino,446,2007
Italia,Femenino,64690,2007
Italia,Masculino,75733,2007
Luxemburgo,Femenino,280,2007
Luxemburgo,Masculino,150,2007
Noruega,Femenino,733,2007
Noruega,Masculino,1127,2007
Polonia,Femenino,1479,2007
Polonia,Masculino,1465,2007
Portugal,Femenino,16871,2007
Portugal,Masculino,17023,2007
República Checa,Femenino,1861,2007
República Checa,Masculino,1604,2007
Rumania,Femenino,235,2007
Rumania,Masculino,234,2007
Rusia,Femenino,10096,2007
Rusia,Masculino,11344,2007
Suecia,Femenino,1983,2007
Suecia,Masculino,2566,2007
Suiza,Femenino,13855,2007
Suiza,Masculino,15393,2007
Ucrania,Femenino,948,2007
Ucrania,Masculino,991,2007
Otros de Europa,Femenino,969,2007
Otros de Europa,Masculino,1027,2007
Asia,Femenino,2929,2007
Asia,Masculino,6189,2007
Corea del Sur,Femenino,421,2007
Corea del Sur,Masculino,841,2007
China,Femenino,220,2007
China,Masculino,314,2007
India,Femenino,150,2007
India,Masculino,513,2007
Israel,Femenino,573,2007
Israel,Masculino,1729,2007
Japón,Femenino,958,2007
Japón,Masculino,1618,2007
Tailandia,Femenino,0,2007
Tailandia,Masculino,0,2007
Taiwán,Femenino,191,2007
Taiwán,Masculino,402,2007
Otros de Asia,Femenino,416,2007
Otros de Asia,Masculino,772,2007
Resto del mundo,Femenino,765,2007
Resto del mundo,Masculino,1296,2007
Australia,Femenino,595,2007
Australia,Masculino,924,2007
Otros resto del mundo,Femenino,170,2007
Otros resto del mundo,Masculino,372,2007
Dominicanos residentes,Femenino,184037,2008
Dominicanos residentes,Masculino,189302,2008
Extranjeros residentes,Femenino,18568,2008
Extranjeros residentes,Masculino,27164,2008
Dominicanos no residentes,Femenino,269194,2008
Dominicanos no residentes,Masculino,262748,2008
Extranjeros no residentes,Femenino,1555277,2008
Extranjeros no residentes,Masculino,1892453,2008
América del norte,Femenino,808352,2008
América del norte,Masculino,962974,2008
Canadá,Femenino,308489,2008
Canadá,Masculino,331307,2008
Estados Unidos,Femenino,492501,2008
Estados Unidos,Masculino,615397,2008
México,Femenino,77362,2008
México,Masculino,16270,2008
América central y Caribe,Femenino,64794,2008
América central y Caribe,Masculino,103222,2008
Aruba,Femenino,1206,2008
Aruba,Masculino,1214,2008
Bahamas,Femenino,0,2008
Bahamas,Masculino,0,2008
"Caicos y Turcas, Islas",Femenino,297,2008
"Caicos y Turcas, Islas",Masculino,923,2008
Costa Rica,Femenino,3255,2008
Costa Rica,Masculino,5462,2008
Cuba,Femenino,1540,2008
Cuba,Masculino,2336,2008
Curazao,Femenino,1690,2008
Curazao,Masculino,2493,2008
El Salvador,Femenino,1443,2008
El Salvador,Masculino,2317,2008
Guadalupe,Femenino,2129,2008
Guadalupe,Masculino,3028,2008
Guatemala,Femenino,1746,2008
Guatemala,Masculino,3403,2008
Haití,Femenino,2679,2008
Haití,Masculino,4441,2008
Honduras,Femenino,899,2008
Honduras,Masculino,1331,2008
Jamaica,Femenino,438,2008
Jamaica,Masculino,854,2008
Martinica,Femenino,1974,2008
Martinica,Masculino,2665,2008
Nicaragua,Femenino,0,2008
Nicaragua,Masculino,0,2008
Panamá,Femenino,2996,2008
Panamá,Masculino,5660,2008
Puerto Rico,Femenino,38297,2008
Puerto Rico,Masculino,59295,2008
San Martín,Femenino,1184,2008
San Martín,Masculino,1828,2008
Trinidad y Tobago,Femenino,669,2008
Trinidad y Tobago,Masculino,798,2008
"Vírgenes Americanas, Islas",Femenino,467,2008
"Vírgenes Americanas, Islas",Masculino,1025,2008
Otros del Caribe,Femenino,1885,2008
Otros del Caribe,Masculino,4149,2008
América del sur,Femenino,84282,2008
América del sur,Masculino,104339,2008
Argentina,Femenino,15457,2008
Argentina,Masculino,20019,2008
Bolivia,Femenino,485,2008
Bolivia,Masculino,652,2008
Brasil,Femenino,5555,2008
Brasil,Masculino,7958,2008
Colombia,Femenino,14324,2008
Colombia,Masculino,16813,2008
Chile,Femenino,13601,2008
Chile,Masculino,14940,2008
Ecuador,Femenino,7356,2008
Ecuador,Masculino,9330,2008
Perú,Femenino,7282,2008
Perú,Masculino,8767,2008
Uruguay,Femenino,1123,2008
Uruguay,Masculino,1444,2008
Venezuela,Femenino,18625,2008
Venezuela,Masculino,23759,2008
Otros de Suramérica,Femenino,474,2008
Otros de Suramérica,Masculino,657,2008
Europa,Femenino,594196,2008
Europa,Masculino,714705,2008
Alemania,Femenino,91781,2008
Alemania,Masculino,115159,2008
Austria,Femenino,3937,2008
Austria,Masculino,5705,2008
Bélgica,Femenino,18618,2008
Bélgica,Masculino,24558,2008
Bulgaria,Femenino,215,2008
Bulgaria,Masculino,321,2008
Checoslovaquia,Femenino,0,2008
Checoslovaquia,Masculino,0,2008
Dinamarca,Femenino,1117,2008
Dinamarca,Masculino,1181,2008
Escocia,Femenino,3414,2008
Escocia,Masculino,3168,2008
España,Femenino,102470,2008
España,Masculino,137168,2008
Finlandia,Femenino,1440,2008
Finlandia,Masculino,1328,2008
Francia,Femenino,132128,2008
Francia,Masculino,147280,2008
Grecia,Femenino,319,2008
Grecia,Masculino,549,2008
Holanda,Femenino,22446,2008
Holanda,Masculino,27514,2008
Hungría,Femenino,315,2008
Hungría,Masculino,453,2008
Reino Unido,Femenino,99464,2008
Reino Unido,Masculino,106908,2008
Irlanda,Femenino,1308,2008
Irlanda,Masculino,1585,2008
Italia,Femenino,57283,2008
Italia,Masculino,70100,2008
Luxemburgo,Femenino,166,2008
Luxemburgo,Masculino,225,2008
Noruega,Femenino,1018,2008
Noruega,Masculino,1189,2008
Polonia,Femenino,2194,2008
Polonia,Masculino,3242,2008
Portugal,Femenino,14031,2008
Portugal,Masculino,18147,2008
República Checa,Femenino,2275,2008
República Checa,Masculino,2451,2008
Rumania,Femenino,297,2008
Rumania,Masculino,268,2008
Rusia,Femenino,17803,2008
Rusia,Masculino,21931,2008
Suecia,Femenino,2827,2008
Suecia,Masculino,2875,2008
Suiza,Femenino,14983,2008
Suiza,Masculino,18877,2008
Ucrania,Femenino,1131,2008
Ucrania,Masculino,1114,2008
Otros de Europa,Femenino,1216,2008
Otros de Europa,Masculino,1409,2008
Asia,Femenino,2605,2008
Asia,Masculino,5609,2008
Corea del Sur,Femenino,315,2008
Corea del Sur,Masculino,699,2008
China,Femenino,157,2008
China,Masculino,334,2008
India,Femenino,232,2008
India,Masculino,522,2008
Israel,Femenino,421,2008
Israel,Masculino,1289,2008
Japón,Femenino,836,2008
Japón,Masculino,1445,2008
Tailandia,Femenino,0,2008
Tailandia,Masculino,0,2008
Taiwán,Femenino,182,2008
Taiwán,Masculino,382,2008
Otros de Asia,Femenino,462,2008
Otros de Asia,Masculino,938,2008
Resto del mundo,Femenino,1048,2008
Resto del mundo,Masculino,1604,2008
Australia,Femenino,823,2008
Australia,Masculino,1051,2008
Otros resto del mundo,Femenino,225,2008
Otros resto del mundo,Masculino,553,2008
Dominicanos residentes,Femenino,187488,2009
Dominicanos residentes,Masculino,188385,2009
Extranjeros residentes,Femenino,18792,2009
Extranjeros residentes,Masculino,27788,2009
Dominicanos no residentes,Femenino,298162,2009
Dominicanos no residentes,Masculino,278525,2009
Extranjeros no residentes,Femenino,1655836,2009
Extranjeros no residentes,Masculino,1759780,2009
América del norte,Femenino,890003,2009
América del norte,Masculino,929291,2009
Canadá,Femenino,332362,2009
Canadá,Masculino,317749,2009
Estados Unidos,Femenino,552015,2009
Estados Unidos,Masculino,598860,2009
México,Femenino,5626,2009
México,Masculino,12682,2009
América central y Caribe,Femenino,72733,2009
América central y Caribe,Masculino,102090,2009
Aruba,Femenino,884,2009
Aruba,Masculino,1026,2009
Bahamas,Femenino,0,2009
Bahamas,Masculino,0,2009
"Caicos y Turcas, Islas",Femenino,302,2009
"Caicos y Turcas, Islas",Masculino,739,2009
Costa Rica,Femenino,3156,2009
Costa Rica,Masculino,4954,2009
Cuba,Femenino,1282,2009
Cuba,Masculino,2013,2009
Curazao,Femenino,1753,2009
Curazao,Masculino,2613,2009
El Salvador,Femenino,1481,2009
El Salvador,Masculino,1981,2009
Guadalupe,Femenino,2415,2009
Guadalupe,Masculino,2919,2009
Guatemala,Femenino,1938,2009
Guatemala,Masculino,3845,2009
Haití,Femenino,2039,2009
Haití,Masculino,3417,2009
Honduras,Femenino,641,2009
Honduras,Masculino,1118,2009
Jamaica,Femenino,330,2009
Jamaica,Masculino,552,2009
Martinica,Femenino,1375,2009
Martinica,Masculino,2011,2009
Nicaragua,Femenino,0,2009
Nicaragua,Masculino,0,2009
Panamá,Femenino,3891,2009
Panamá,Masculino,7078,2009
Puerto Rico,Femenino,46609,2009
Puerto Rico,Masculino,61001,2009
San Martín,Femenino,1387,2009
San Martín,Masculino,1557,2009
Trinidad y Tobago,Femenino,413,2009
Trinidad y Tobago,Masculino,530,2009
"Vírgenes Americanas, Islas",Femenino,294,2009
"Vírgenes Americanas, Islas",Masculino,775,2009
Otros del Caribe,Femenino,2543,2009
Otros del Caribe,Masculino,3961,2009
América del sur,Femenino,99935,2009
América del sur,Masculino,108645,2009
